JbGkU,orRIx
Khách sạn Best Western Premier Nha Trang,"Khách sạn đông khách nhưng sự sắp xếp đón khách là khá cẩu thả, khách đứng tràn ở khu vực reception và không biết sẽ tiếp ai trước ai. Khu vực sảnh lobby thì đông đúc, nhốn nháo, không xứng với tiêu chuẩn 5* của KS tự phong cho mình."
Rat tot,"Tuyet voi. Gia dinh toi rat hai long. Chi co mot dieu la khach Trung Quoc qua nhieu. Nha an on ao va dong duc. Tuy nhien, phong oc rat dep va tien nghi. Chat luong anh sang tot. Do an nhieu va da dang."
Đông khách TQ quá,"Quá đông khách Trung Quốc , các thượng đế người Trung Quốc nào balo, nào mũ rộng vành , chật hết cả khu sảnh lớn để check in . Có lẽ cần làm khu check in riêng cho khách Trung Quốc thì tốt hơn . See u !"
Tuyet voi,"Phong cuc ky dep va rong. Toi book phong nho hon ma khi den noi, ks lai tang toi phong to hon va gia van giu nguyen. Phong co view nhin ra bien doi dien giuong rat dep. Ks co duong ham de di ra bien, k can fai bang qua duong. Nhan vien lich su. Co dieu buffet toi k dac sac."
"ưu thế tầm nhìn thoáng, đẹp từ cửa sổ","Dù nhiều khách sạn hạng sang mới và sắp được khai trương nhưng Havana vẫn có ưu thế lớn về vị trí (khu vực tập trung các khách sạn cao cấp, gần trung tâm thương mại, gần chợ đêm). Ngoài ra, với chiều cao nổi trội và khoảng cách vừa đủ với khách sạn hàng xóm, bạn có thể ngắm toàn cảnh vịnh Tra Trang từ giường ngủ. Năm nay thời tiết Nha Trang có vẻ hơi khác thường, nhiều ngày gió lạnh, mây mù, hầu như không tắm biển được, bể bơi trên tầng 5 của khách sạn được thiết kế thoáng 3 mặt, hút gió rất mạnh, chỉ có thể tắm được buổi trưa những ngày nắng nóng (tất nhiên ai chịu lạnh tốt thì tắm cả ngày đêm, hehe). Khu xông hơi và bể jacuzzi không có gì đặc sắc, cũng chả mấy ai dùng dù khách sạn có tới hơn 1.000 phòng, bạn vào đó một mình và phải gọi nhân viên vào khởi động mọi thứ từ đầu. Bữa sáng phục vụ các món hầu như không đổi từ ngày khai trương khách sạn, và dịp này du khách Trung Quốc chiếm tỉ lệ lớn gần như tuyệt đối tại phòng ăn. Đường hầm ra biển vẫn là một ưu thế của Havana, nhưng buổi chiều tối đóng cửa khá sớm (hình như là 6pm). Khu Bar Skylight trên tầng thượng có cả bể bơi mini, phòng điều hòa vách kính lớn để uống cafe ngắm cảnh, khu bar ngoài trời với không gian rộng, cùng với mấy cái ống nhòm cỡ bự tha hồ ngắm các khách sạn đối diện, là ưu thế của khách sạn này. Tóm lại, nếu bạn đã thử ở Sheraton, Intercontinental hay Novotel thì Havana tuy không sang trọng hơn nhưng giá cả rất mềm, rất phù hợp cho gia đình hoặc nhóm bạn, đoàn cơ quan."
"Best Western Premier Havana Nha Trang, một nơi đáng đến và đáng quay lại","Best Western Premier Havana Nha Trang có vị trí rất thuận tiện, tất cả các phòng đều có view rất đẹp nhìn ra vịnh Nha Trang. Bữa sáng khá nhiều món ăn, ngon và hợp khẩu vị. Đội ngũ nhân viên rất nhiệt tình chu đáo."
Phòng đẹp,"Phòng đẹp, lễ tân nhẹ nhàng, đường hầm qua biển đi lại khá an toàn. Tuy nhiên bể bơi nước quá lạnh, không thể bơi được. Phòng xông hơi, jacuzi không có nhân viên hướng dẫn. Cách âm không được tốt. Vợ chồng mình ở tầng 38 nghe thấy tiếng nhạc thình thình tầng 41 dội xuống."
Chưa xứng đáng 5*,"Phòng ốc nhân viên đều ok, tuy nhiên khu bể bơi, phòng sauna cực kỳ có vấn đề. 4h30  vợ chồng mình lên bơi mà ko thể xuống nước vì nước quá lạnh, vào phòng jacuzzi cũng ko có, chỉ có bồn nước lạnh ngắt, chẳng ai quản, chẳng ai hướng dẫn. Chả hiểu mở ra cái dịch vụ đó làm gì."
It's wonderful palace ❤️,"Chúng tôi đã có những trải nghiệm thật thú vị với kỳ nghỉ dưỡng 3 ngày 2 đêm tại Best Western Premier Havana Nha Trang. Phòng ốc sạch sẽ với thảm trải sàn ở hầu hết mọi nơi tạo cảm giác dễ chịu và ko gây ồn ào như những nơi khác, cửa sổ view biển giúp chúng tôi hoàn toàn có thể đón được toàn bộ ánh bình minh hoặc hoàng hôn ngay tại phòng nghỉ. Khách sạn còn có đường hầm ra bãi biển riêng khiến chúng tôi hoàn toàn yên tâm mặc dù có con nhỏ đi cùng. Bữa sáng buffet tuyệt vời với đa dạng các món ăn. Tại tầng 5 của khách sạn, chúng tôi vừa có thể phóng tầm mắt ra phía xa bờ biển lại cũng có thể vui đùa cùng cả gia đình bên hồ bơi tuyệt đẹp, hoặc khi mệt mỏi cũng có thể thư giãn trong khu vực masage sauna. Đặc biệt buổi tối, chúng tôi có thể thoải mái nhảy nhót bên những người bạn quốc tế khi lên bar Skylight, Dj chơi nhạc quá tuyệt, không khí sôi động khiến cho chúng tôi cảm thấy thật sự hào hứng. Điều quan trọng hơn cả là các bạn nhân viên ở đây thật dễ thương và luôn luôn nhiệt tình. Chúng tôi hi vọng sẽ sớm có một ngày đc quay lại nơi đây ❤️"
Phòng khách sạn rất đẹp,"Điểm tốt:- Địa điểm đẹp. Xung quanh là phố mua sắm, nhà hàng, điểm vui chơi rất thuận tiện- Khách sạn mới, hiện đại, tiện nghi- Phòng rộng, đẹp, hầu hết là view hướng biển (Chúng tôi đã được up lên phòng hạng cao hơn miễn phí. Thật tuyệt vời!)- Cảnh biển và thành phố nhìn từ trên cao rất ấn tượng. Trên đỉnh khách sạn có skylight là nơi có thể quan sát toàn cảnh thành phố (Nên lên đây xem)- Bãi biển riêng đẹp, ghế nghỉ và ô thoải mái cho khách sử dụngĐiểm cần cải thiện: - Đồ ăn sáng ít món, lặp lại (không như những gì chúng tôi được nghe trước chuyến đi)- Thái độ phục vụ của nhân viên nhà hàng chưa tương xứng với khách sạn 5*- Phòng tắm thiết bị hiện đại nhưng gặp trục trặc, thường xuyên ra nước nóng (đã yêu cầu kiểm tra hai lần nhưng không khắc phục triệt để được. Thật sự không hài lòng với vấn đề này)- Bể bơi phía dành cho trẻ em hơi khuất và tối, nước khá lạnh"
Ky nghi tuyet voi,"Khach san co vi tri rat dep,co bai bien rieng va dac biet co duong ham qua duong Tran Phu la mot an tuong rat lon voi toi.Chinh vi vay toi da quay lai khach san de thuong thuc cac mon an sang rat ngon,hop khau vi.,toi len skylight uong ruou va nghe nhac,thu gian.Phong khach san dep va gia rat hop ly,nhan vien than thien."
friendly,"Toi va gia dinh Chong da o 2 dem tai day vao thang 12 nam 2014. That su view tai day rat dep va lang mang, nhan vien rat xinh, tuy nhien thuc an chua duoc ngon lam. Dac biet tai day co duong ham danh cho khach di bo"
Ky Nghỉ Tuyệt Vời,"Tôi đã chọn Havana làm điểm đến cho kỳ nghỉ của mình và gia đình. Tôi thật sự ngạc nhiên về sự tráng lệ của nơi này, nhìn rất đẹp và sang trọng. Các phòng nhìn ra vịnh Nha Trang rất đẹp. Nhân viên nhiệt tình và dịch vụ cũng rất tốt. Tôi thật sự hài lòng về nơi này và sẽ quay trở lại một ngày không xa."
Một khách sạn 5 sao tuyệt đẹp!,"Được đến Nha Trang và nghỉ lại tại khách sạn Havana là một điều tuyệt vời nhất. Phòng có view đẹp,các dịch vụ,giải trí như:Hồ bơi,spa,Gym...tất cả với mình là tuyệt vời.Lên Skylight nhâm nhi một ly cooktail,nghe những bản nhạc DJ và ngắm view toàn thành phố...cảm thấy thư thái và thoải mái đến lạ lùng! Tôi yêu Havana. Nếu có cơ hội nhất định sẽ là nơi để tôi quay lại...!"
Khách sạn đẹp. Dịch vụ tốt,Khách sạn đẹp tiện nghi. Nhân viên phục vụ chu đáo. Bãi biển đẹp. bể bơi đẹp và rộng nhưng mỗi tội là nước lạnh. Có phòng tập gym và xông hơi. Nhìn từ phòng ra biển rất đẹp. Nếu lần sau quay lại gia đình tôi sẽ chọn khách sạn này.
Tuyệt vời và sang trọng,"Thực sự mình rất ấn tượng về khách sạn Havana tại Nha Trang. Từ thiết kế cho đến view cảnh biển và thành phố Nha Trang rất đẹp và thú vị. Mình thích con đường hầm nối từ đầu bên kia đường vào bên trong Havana.Ngoài ra, dịch vụ của khách sạn cũng rất tốt  và hồ bơi từ trên cao view xuống cảnh biển thật tuyệt vời.Một khách sạn đáng để bạn ghé thăm trong các dịp đến đến với thành phố biển Nha Trang."
Chấp nhận được trong tầm giá.,Dịch vụ phòng  tốt. Phòng đẹp. View đẹp. Tuy nhiên hồ bơi không có sưởi là một khuyết điểm lớn. Nhưng bù lại có đường hầm đi thẳng đến bãi biển tư  rất tiện lợi. Nhà hàng chất lượng món ăn không quá đặc sắc.
Chưa xứng đáng 5*,"Phòng ốc nhân viên đều ok, tuy nhiên khu bể bơi, phòng sauna cực kỳ có vấn đề. 4h30  vợ chồng mình lên bơi mà ko thể xuống nước vì nước quá lạnh, vào phòng jacuzzi cũng ko có, chỉ có bồn nước lạnh ngắt, chẳng ai quản, chẳng ai hướng dẫn. Chả hiểu mở ra cái dịch vụ đó làm gì."
It's wonderful palace ❤️,"Chúng tôi đã có những trải nghiệm thật thú vị với kỳ nghỉ dưỡng 3 ngày 2 đêm tại Best Western Premier Havana Nha Trang. Phòng ốc sạch sẽ với thảm trải sàn ở hầu hết mọi nơi tạo cảm giác dễ chịu và ko gây ồn ào như những nơi khác, cửa sổ view biển giúp chúng tôi hoàn toàn có thể đón được toàn bộ ánh bình minh hoặc hoàng hôn ngay tại phòng nghỉ. Khách sạn còn có đường hầm ra bãi biển riêng khiến chúng tôi hoàn toàn yên tâm mặc dù có con nhỏ đi cùng. Bữa sáng buffet tuyệt vời với đa dạng các món ăn. Tại tầng 5 của khách sạn, chúng tôi vừa có thể phóng tầm mắt ra phía xa bờ biển lại cũng có thể vui đùa cùng cả gia đình bên hồ bơi tuyệt đẹp, hoặc khi mệt mỏi cũng có thể thư giãn trong khu vực masage sauna. Đặc biệt buổi tối, chúng tôi có thể thoải mái nhảy nhót bên những người bạn quốc tế khi lên bar Skylight, Dj chơi nhạc quá tuyệt, không khí sôi động khiến cho chúng tôi cảm thấy thật sự hào hứng. Điều quan trọng hơn cả là các bạn nhân viên ở đây thật dễ thương và luôn luôn nhiệt tình. Chúng tôi hi vọng sẽ sớm có một ngày đc quay lại nơi đây ❤️"
Phòng khách sạn rất đẹp,"Điểm tốt:- Địa điểm đẹp. Xung quanh là phố mua sắm, nhà hàng, điểm vui chơi rất thuận tiện- Khách sạn mới, hiện đại, tiện nghi- Phòng rộng, đẹp, hầu hết là view hướng biển (Chúng tôi đã được up lên phòng hạng cao hơn miễn phí. Thật tuyệt vời!)- Cảnh biển và thành phố nhìn từ trên cao rất ấn tượng. Trên đỉnh khách sạn có skylight là nơi có thể quan sát toàn cảnh thành phố (Nên lên đây xem)- Bãi biển riêng đẹp, ghế nghỉ và ô thoải mái cho khách sử dụngĐiểm cần cải thiện: - Đồ ăn sáng ít món, lặp lại (không như những gì chúng tôi được nghe trước chuyến đi)- Thái độ phục vụ của nhân viên nhà hàng chưa tương xứng với khách sạn 5*- Phòng tắm thiết bị hiện đại nhưng gặp trục trặc, thường xuyên ra nước nóng (đã yêu cầu kiểm tra hai lần nhưng không khắc phục triệt để được. Thật sự không hài lòng với vấn đề này)- Bể bơi phía dành cho trẻ em hơi khuất và tối, nước khá lạnh"
Ky nghi tuyet voi,"Khach san co vi tri rat dep,co bai bien rieng va dac biet co duong ham qua duong Tran Phu la mot an tuong rat lon voi toi.Chinh vi vay toi da quay lai khach san de thuong thuc cac mon an sang rat ngon,hop khau vi.,toi len skylight uong ruou va nghe nhac,thu gian.Phong khach san dep va gia rat hop ly,nhan vien than thien."
friendly,"Toi va gia dinh Chong da o 2 dem tai day vao thang 12 nam 2014. That su view tai day rat dep va lang mang, nhan vien rat xinh, tuy nhien thuc an chua duoc ngon lam. Dac biet tai day co duong ham danh cho khach di bo"
Ky Nghỉ Tuyệt Vời,"Tôi đã chọn Havana làm điểm đến cho kỳ nghỉ của mình và gia đình. Tôi thật sự ngạc nhiên về sự tráng lệ của nơi này, nhìn rất đẹp và sang trọng. Các phòng nhìn ra vịnh Nha Trang rất đẹp. Nhân viên nhiệt tình và dịch vụ cũng rất tốt. Tôi thật sự hài lòng về nơi này và sẽ quay trở lại một ngày không xa."
Một khách sạn 5 sao tuyệt đẹp!,"Được đến Nha Trang và nghỉ lại tại khách sạn Havana là một điều tuyệt vời nhất. Phòng có view đẹp,các dịch vụ,giải trí như:Hồ bơi,spa,Gym...tất cả với mình là tuyệt vời.Lên Skylight nhâm nhi một ly cooktail,nghe những bản nhạc DJ và ngắm view toàn thành phố...cảm thấy thư thái và thoải mái đến lạ lùng! Tôi yêu Havana. Nếu có cơ hội nhất định sẽ là nơi để tôi quay lại...!"
Khách sạn đẹp. Dịch vụ tốt,Khách sạn đẹp tiện nghi. Nhân viên phục vụ chu đáo. Bãi biển đẹp. bể bơi đẹp và rộng nhưng mỗi tội là nước lạnh. Có phòng tập gym và xông hơi. Nhìn từ phòng ra biển rất đẹp. Nếu lần sau quay lại gia đình tôi sẽ chọn khách sạn này.
Tuyệt vời và sang trọng,"Thực sự mình rất ấn tượng về khách sạn Havana tại Nha Trang. Từ thiết kế cho đến view cảnh biển và thành phố Nha Trang rất đẹp và thú vị. Mình thích con đường hầm nối từ đầu bên kia đường vào bên trong Havana.Ngoài ra, dịch vụ của khách sạn cũng rất tốt  và hồ bơi từ trên cao view xuống cảnh biển thật tuyệt vời.Một khách sạn đáng để bạn ghé thăm trong các dịp đến đến với thành phố biển Nha Trang."
Chấp nhận được trong tầm giá.,Dịch vụ phòng  tốt. Phòng đẹp. View đẹp. Tuy nhiên hồ bơi không có sưởi là một khuyết điểm lớn. Nhưng bù lại có đường hầm đi thẳng đến bãi biển tư  rất tiện lợi. Nhà hàng chất lượng món ăn không quá đặc sắc.
,
kỳ nghỉ đáng nhớ,"giờ đây trên đường trở về Hà Nôi, vợ tôi cứ tấm tắc khen kỳ nghỉ của gia đình chúng tôi tại khách sạn Havana quá mỹ mãn. Phòng mới , sang trọng, thiết bị hiện đại. Đặc biệt bồn tắm Jacuzzi  hướng tầm nhìn ra cả bờ biển trải dài thực sự là trải nghiệm không quên. thêm vào nữa, đội ngũ nhân viên trẻ đẹp , nhiệt tình phục vụ chu đáo để lại cho gia đình ấn tượng tốt. Trên nưa là giá thuê phòng rất hợp lý cho gia đình. Nhất định chúng tôi sẽ quay trở lại với Havana hotel trong dịp gần nhế"
"khach san sang trong,gia ca hop ly","Dot cong tac vua roi, toi co dip duoc nghi tai khach san nay. That tuyet voi! O day, toi duoc thuong thuc nhung mon an ngon va phong phu, co duong ham di qua bien, an toan tuyet doi cho  du khach .Nhung ngay o day, toi duoc tiep xua voi doi ngu nhan vien that tinh cam va than thien, tao cam giac cho toi nhu dang nghi tai nha. Nhat dinh toi se quay lai day trong mot dip gan nhat...."
Khách Sạn có hệ thống An Ninh Tốt,"Nhân dịp nghỉ hè vừa qua, tôi cùng gia đình có tổ chức đi du lịch tại thành phố biển NhaTrang và đã chọn khách sạn Havana làm nơi nghỉ chân. Trong lúc cả gia đình đang ăn sáng tại nhà hàng tầng 2 tôi sơ ý để cháu chạy đi đâu mất. Cả nhà tôi tìm mãi mà không thấy cháu ở đâu. Tôi rất lo lắng và đến báo với bộ phận lễ tân, nhân viên lễ tân tiếp đón tôi rất vui vẻ và trấn an tinh thần tôi đồng thời gọi điện cho bộ phận an ninh khách sạn, chưa đầy 10 phút các anh đã tìm thấy cháu đang ở tầng 38.Tôi xin chân thành cảm ơn lãnh đạo và bộ phận an ninh khách sạn đã cho tôi một cảm giác an tâm khi tới nghỉ tại khách sạn Havana thành phố biển Nha Trang. Đây,đúng là một kỳ nghỉ hè thật tuyệt vời và đáng nhớ. Hẹn một ngày không xa chúng tôi sẽ quay lại cùng nhiều người thân và bạn bè đến đây để tận hưởng tiếp những kỳ nghỉ thú vị. Chúc các bạn ngày một thành công hơn."
Rất thích thái độ phục vụ của nhân viên tại Havana,"Tôi đã đi nhiều khách sạn ở châu Á nhưng ở Havana tôi có ấn tượng đặc biệt tốt về nhân viên phục vụ trong khách sạn. Dù bạn đi bất kỳ đâu, gặp bất kỳ ai, từ nhân viên bảo vệ, đến lễ tân, nhân viên dọn phòng, spa....bạn đều được đón tiếp bằng nụ cười thân thiện và thái độ vô cùng tận tâm, lịch sự. Họ không quá vồn vã và vồ vập, tất cả đều nhẹ nhàng và tạo cảm giác thoải mái dễ chịu cho khách hàng. Phòng tôi ở có vấn đề về hệ thống vòi hoa sen, tôi đã gọi xuống lễ tân khách sạn và chưa đầy 10f sau, nhân viên đã có mặt để giải quyết sự cố này cho chúng tôi. Cả gia đình tôi đã có 1 kỳ nghỉ dưỡng tuyệt vời tại Havana."
Khách Sạn tuyệt vời nhất ở Nha Trang,"Tôi đã đến Nha Trang nhiều lần, nghỉ ở nhiều khách sạn khác nhau. nhưng khách sạn Havana đã để lại cho tôi ấn tượng tốt nhất bởi giá cả hợp lý và phong cách phục vụ cực kỳ chuyên nghiệp, than thiện. ở đây bữa ăn sáng rất nhiều món không thể chê vào đâu được, phòng bố trí gọn và ấm áp, view nhìn thẳng ra biển, đặc biệt là hồ bơi rất sạch và đẹp."
Tuyet Voi,"Khach san nam o vi tri dep, chat luong phuc vu  tot, truoc mat la Club Havana, ben trai co cho dem Yasaka. Tuy nhien khach san nam ngay mat duong Tran Phu, khong thich hop cho nhung nguoi thich yen tinh, nghi duong hoac cho cap doi nghi tuan trang mat."
Hài lòng,"Phòng ốc rộng rãi, thoáng mát, view nhìn ra thẳng ra biển. KS có bãi biển riêng, đặc biệt có đường hầm nối ra biển nên không cần phải đi qua đường. Bể bơi rộng, sạch sẽ, đồ ăn hơi đắt. Nhân viên thân thiện chuyên nghiệp"
Dịch vụ tốt,"Mình đã có cơ hội ở khách sạn Havana trong chương trình team building của công ty. Từ tầng 41 nhìn ra toàn cảnh thành phố Nha Trang về buổi đêm thật tuyệt. Phòng ốc rộng rãi, sạch sẽ. Khi check out, tôi có để quên đồ vật dụng cá nhân nhỏ ở phòng và nhân viên khách sạn đã liên hệ và gửi kịp trả lại trước khi lên máy bay. Điểm trừ duy nhất là nước hồ bơi ở tầng 5 vào buổi sáng hơi lạnh. Tuy nhiên vẫn rất hài lòng với dịch vụ của khách sạn. Chúc các bạn ngày một thành công hơn."
Khach san tuyet voi,"Lần đầu tiên cả 4 thành viên gia đình có mặt tại biển Nha Trang vì lý do được theo bà xã đi họp.Mới sau Tết nguyên đán nên khách sạn đỡ căng thẳng hơn,thế mà vào 38 Trần Phú thấy khách ra vào nhộn nhịp,thì ra giá mở cho khách sạn khai trương.Ở đây cảm thấy mình oách hơn vì khách sạn mới hoành tráng và đẹp.Cu Bo và Cu Beo nhà mình táy máy rủ nhau nghịch nướcở cái bể nước tràn mặt tiền khách sạn,liền bị chú bảo vệ chạy đến ngăn lại,nhưng mà thái độ rất tử tế,tươi cười nên ai cũng vui vẻ.Không những bảo vệ mà những nhân viên ở tiếp tân và nhà ăn cũng rất chu đáo.Khách sạn mới và như vậy là rất ổn. Chắc thời gian này các bạn đã làm thêm được nhiều rồi.Chúc khách sạn nhanh chóng hoạt động đầy đủ và các bạn nhân viên thân thiện mạnh khỏe, hạnh phúc."
Khách sạn hoành tráng,"Tôi hay có dịp đi công tác ở Nha Trang, từ đầu năm đến nay đã đến 2 lần và đều ở Havana 38 Trần Phú, khách sạn KHỦNG cao ngất ngưởng và rất đẹp. Phải nói là ngắm biển từ trên cáo quá mỹ mãn. Nghe nói khi toan tất hết thì có khoảng 1000 phòng, công nhận là chủ khách sạn có chiến lược táo bạo và nắm bắt được nhu cầu du lịch tăng cao ở Nha Trang trong những năm gần đây. Được giới thiệu có VIP lounge ở tầng 40 nhưng lúc tôi ra là tháng 4 thì chưa xong. Nếu xong thì chắc đắt hàng nữa, vì thấy 3 mặt kính nhìn khắp 3 mặt bắc/đông/nam cực hay, cảnh đẹp quá. Giá phòng thì do công ty đặt nên chưa hỏi rõ. Cùng 5 sao nhưng nếu đừng quá đắt như các khách sạn 4-5 sao khác ở Nha Trang thì người trung bình cũng ở được và người đầu tư ở 38 Trần Phú sẽ thành công."
kỳ nghỉ đáng nhớ,"giờ đây trên đường trở về Hà Nôi, vợ tôi cứ tấm tắc khen kỳ nghỉ của gia đình chúng tôi tại khách sạn Havana quá mỹ mãn. Phòng mới , sang trọng, thiết bị hiện đại. Đặc biệt bồn tắm Jacuzzi  hướng tầm nhìn ra cả bờ biển trải dài thực sự là trải nghiệm không quên. thêm vào nữa, đội ngũ nhân viên trẻ đẹp , nhiệt tình phục vụ chu đáo để lại cho gia đình ấn tượng tốt. Trên nưa là giá thuê phòng rất hợp lý cho gia đình. Nhất định chúng tôi sẽ quay trở lại với Havana hotel trong dịp gần nhế"
"khach san sang trong,gia ca hop ly","Dot cong tac vua roi, toi co dip duoc nghi tai khach san nay. That tuyet voi! O day, toi duoc thuong thuc nhung mon an ngon va phong phu, co duong ham di qua bien, an toan tuyet doi cho  du khach .Nhung ngay o day, toi duoc tiep xua voi doi ngu nhan vien that tinh cam va than thien, tao cam giac cho toi nhu dang nghi tai nha. Nhat dinh toi se quay lai day trong mot dip gan nhat...."
Khách Sạn có hệ thống An Ninh Tốt,"Nhân dịp nghỉ hè vừa qua, tôi cùng gia đình có tổ chức đi du lịch tại thành phố biển NhaTrang và đã chọn khách sạn Havana làm nơi nghỉ chân. Trong lúc cả gia đình đang ăn sáng tại nhà hàng tầng 2 tôi sơ ý để cháu chạy đi đâu mất. Cả nhà tôi tìm mãi mà không thấy cháu ở đâu. Tôi rất lo lắng và đến báo với bộ phận lễ tân, nhân viên lễ tân tiếp đón tôi rất vui vẻ và trấn an tinh thần tôi đồng thời gọi điện cho bộ phận an ninh khách sạn, chưa đầy 10 phút các anh đã tìm thấy cháu đang ở tầng 38.Tôi xin chân thành cảm ơn lãnh đạo và bộ phận an ninh khách sạn đã cho tôi một cảm giác an tâm khi tới nghỉ tại khách sạn Havana thành phố biển Nha Trang. Đây,đúng là một kỳ nghỉ hè thật tuyệt vời và đáng nhớ. Hẹn một ngày không xa chúng tôi sẽ quay lại cùng nhiều người thân và bạn bè đến đây để tận hưởng tiếp những kỳ nghỉ thú vị. Chúc các bạn ngày một thành công hơn."
Rất thích thái độ phục vụ của nhân viên tại Havana,"Tôi đã đi nhiều khách sạn ở châu Á nhưng ở Havana tôi có ấn tượng đặc biệt tốt về nhân viên phục vụ trong khách sạn. Dù bạn đi bất kỳ đâu, gặp bất kỳ ai, từ nhân viên bảo vệ, đến lễ tân, nhân viên dọn phòng, spa....bạn đều được đón tiếp bằng nụ cười thân thiện và thái độ vô cùng tận tâm, lịch sự. Họ không quá vồn vã và vồ vập, tất cả đều nhẹ nhàng và tạo cảm giác thoải mái dễ chịu cho khách hàng. Phòng tôi ở có vấn đề về hệ thống vòi hoa sen, tôi đã gọi xuống lễ tân khách sạn và chưa đầy 10f sau, nhân viên đã có mặt để giải quyết sự cố này cho chúng tôi. Cả gia đình tôi đã có 1 kỳ nghỉ dưỡng tuyệt vời tại Havana."
Khách Sạn tuyệt vời nhất ở Nha Trang,"Tôi đã đến Nha Trang nhiều lần, nghỉ ở nhiều khách sạn khác nhau. nhưng khách sạn Havana đã để lại cho tôi ấn tượng tốt nhất bởi giá cả hợp lý và phong cách phục vụ cực kỳ chuyên nghiệp, than thiện. ở đây bữa ăn sáng rất nhiều món không thể chê vào đâu được, phòng bố trí gọn và ấm áp, view nhìn thẳng ra biển, đặc biệt là hồ bơi rất sạch và đẹp."
Tuyet Voi,"Khach san nam o vi tri dep, chat luong phuc vu  tot, truoc mat la Club Havana, ben trai co cho dem Yasaka. Tuy nhien khach san nam ngay mat duong Tran Phu, khong thich hop cho nhung nguoi thich yen tinh, nghi duong hoac cho cap doi nghi tuan trang mat."
Hài lòng,"Phòng ốc rộng rãi, thoáng mát, view nhìn ra thẳng ra biển. KS có bãi biển riêng, đặc biệt có đường hầm nối ra biển nên không cần phải đi qua đường. Bể bơi rộng, sạch sẽ, đồ ăn hơi đắt. Nhân viên thân thiện chuyên nghiệp"
Dịch vụ tốt,"Mình đã có cơ hội ở khách sạn Havana trong chương trình team building của công ty. Từ tầng 41 nhìn ra toàn cảnh thành phố Nha Trang về buổi đêm thật tuyệt. Phòng ốc rộng rãi, sạch sẽ. Khi check out, tôi có để quên đồ vật dụng cá nhân nhỏ ở phòng và nhân viên khách sạn đã liên hệ và gửi kịp trả lại trước khi lên máy bay. Điểm trừ duy nhất là nước hồ bơi ở tầng 5 vào buổi sáng hơi lạnh. Tuy nhiên vẫn rất hài lòng với dịch vụ của khách sạn. Chúc các bạn ngày một thành công hơn."
Khach san tuyet voi,"Lần đầu tiên cả 4 thành viên gia đình có mặt tại biển Nha Trang vì lý do được theo bà xã đi họp.Mới sau Tết nguyên đán nên khách sạn đỡ căng thẳng hơn,thế mà vào 38 Trần Phú thấy khách ra vào nhộn nhịp,thì ra giá mở cho khách sạn khai trương.Ở đây cảm thấy mình oách hơn vì khách sạn mới hoành tráng và đẹp.Cu Bo và Cu Beo nhà mình táy máy rủ nhau nghịch nướcở cái bể nước tràn mặt tiền khách sạn,liền bị chú bảo vệ chạy đến ngăn lại,nhưng mà thái độ rất tử tế,tươi cười nên ai cũng vui vẻ.Không những bảo vệ mà những nhân viên ở tiếp tân và nhà ăn cũng rất chu đáo.Khách sạn mới và như vậy là rất ổn. Chắc thời gian này các bạn đã làm thêm được nhiều rồi.Chúc khách sạn nhanh chóng hoạt động đầy đủ và các bạn nhân viên thân thiện mạnh khỏe, hạnh phúc."
Khách sạn hoành tráng,"Tôi hay có dịp đi công tác ở Nha Trang, từ đầu năm đến nay đã đến 2 lần và đều ở Havana 38 Trần Phú, khách sạn KHỦNG cao ngất ngưởng và rất đẹp. Phải nói là ngắm biển từ trên cáo quá mỹ mãn. Nghe nói khi toan tất hết thì có khoảng 1000 phòng, công nhận là chủ khách sạn có chiến lược táo bạo và nắm bắt được nhu cầu du lịch tăng cao ở Nha Trang trong những năm gần đây. Được giới thiệu có VIP lounge ở tầng 40 nhưng lúc tôi ra là tháng 4 thì chưa xong. Nếu xong thì chắc đắt hàng nữa, vì thấy 3 mặt kính nhìn khắp 3 mặt bắc/đông/nam cực hay, cảnh đẹp quá. Giá phòng thì do công ty đặt nên chưa hỏi rõ. Cùng 5 sao nhưng nếu đừng quá đắt như các khách sạn 4-5 sao khác ở Nha Trang thì người trung bình cũng ở được và người đầu tư ở 38 Trần Phú sẽ thành công."
,
kỳ nghỉ đáng nhớ,"giờ đây trên đường trở về Hà Nôi, vợ tôi cứ tấm tắc khen kỳ nghỉ của gia đình chúng tôi tại khách sạn Havana quá mỹ mãn. Phòng mới , sang trọng, thiết bị hiện đại. Đặc biệt bồn tắm Jacuzzi  hướng tầm nhìn ra cả bờ biển trải dài thực sự là trải nghiệm không quên. thêm vào nữa, đội ngũ nhân viên trẻ đẹp , nhiệt tình phục vụ chu đáo để lại cho gia đình ấn tượng tốt. Trên nưa là giá thuê phòng rất hợp lý cho gia đình. Nhất định chúng tôi sẽ quay trở lại với Havana hotel trong dịp gần nhế"
"khach san sang trong,gia ca hop ly","Dot cong tac vua roi, toi co dip duoc nghi tai khach san nay. That tuyet voi! O day, toi duoc thuong thuc nhung mon an ngon va phong phu, co duong ham di qua bien, an toan tuyet doi cho  du khach .Nhung ngay o day, toi duoc tiep xua voi doi ngu nhan vien that tinh cam va than thien, tao cam giac cho toi nhu dang nghi tai nha. Nhat dinh toi se quay lai day trong mot dip gan nhat...."
